,Country,City,Latitude,Longitude,Date,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
541,IN,pennathur,12.25,79.2333,1647747264,88.02,49,100,5.44
543,IE,killarney,52.05,-9.5167,1647747265,48.34,91,100,6.62
544,RU,kirensk,57.7853,108.1119,1647747265,22.91,87,100,12.73
546,NG,kaduna,10.5222,7.4383,1647747266,70.11,13,60,4.12
548,CV,vila do maio,15.1333,-23.2167,1647747266,68.79,74,10,20.2
549,ML,kita,13.0349,-9.4895,1647747266,81.03,25,37,3.67
550,GH,axim,4.8699,-2.2405,1647747267,78.75,89,97,5.75
551,RU,nogliki,51.8333,143.1667,1647747267,25.25,83,100,20.24
552,BD,teknaf,20.8624,92.3058,1647747267,85.01,42,86,5.35
554,PR,hatillo,18.4863,-66.8254,1647747268,75.78,84,0,4.0
555,MR,atar,20.5169,-13.0499,1647747268,67.68,28,3,7.02
557,RU,tselinnoye,53.0833,85.6667,1647747268,12.11,93,96,8.1
558,NO,vardo,70.3705,31.1107,1647747269,34.56,69,77,30.13
559,KZ,ushtobe,45.2514,77.9838,1647747269,34.72,55,100,2.21
560,US,nome,64.5011,-165.4064,1647747269,12.27,52,0,0.0
562,US,brookings,44.3114,-96.7984,1647747270,41.38,60,0,3.44
563,UA,markova,48.6758,24.4138,1647747270,22.69,64,1,3.18
565,US,meadow lake,34.8014,-106.5436,1647747271,57.34,11,98,8.86
566,US,salina,38.8403,-97.6114,1647747271,50.95,52,0,5.75
567,CN,ganzhou,28.8184,115.4327,1647747271,52.9,87,100,6.13
